+------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                       CheckBoxMenuItem.selectionBackground | javax.swing.plaf.ColorUIResource[r=0,g=120,b=215]                                                                                                                                                                                                                                                                                                                                                |
|                       CheckBoxMenuItem.selectionForeground | javax.swing.plaf.ColorUIResource[r=255,g=255,b=255]                                                                                                                                                                                                                                                                                                                                              |
|                                         CheckBoxMenuItemUI | com.sun.java.swing.plaf.windows.WindowsCheckBoxMenuItemUI                                                                                                                                                                                                                                                                                                                                        |
|                                                 CheckBoxUI | com.sun.java.swing.plaf.windows.WindowsCheckBoxUI                                                                                                                                                                                                                                                                                                                                                |
|                                    ColorChooser.background | javax.swing.plaf.ColorUIResource[r=240,g=240,b=240]                                                                                                                                                                                                                                                                                                                                              |
|                                          ColorChooser.font | javax.swing.plaf.FontUIResource[family=Dialog,name=Dialog,style=plain,size=12]                                                                                                                                                                                                                                                                                                                   |
|                                    ColorChooser.foreground | javax.swing.plaf.ColorUIResource[r=0,g=0,b=0]                                                                                                                                                                                                                                                                                                                                                    |
|                    ColorChooser.swatchesDefaultRecentColor | javax.swing.plaf.ColorUIResource[r=240,g=240,b=240]                                                                                                                                                                                                                                                                                                                                              |
|                      ColorChooser.swatchesRecentSwatchSize | java.awt.Dimension[width=10,height=10]                                                                                                                                                                                                                                                                                                                                                           |
|                            ColorChooser.swatchesSwatchSize | java.awt.Dimension[width=10,height=10]                                                                                                                                                                                                                                                                                                                                                           |
|                                             ColorChooserUI | javax.swing.plaf.basic.BasicColorChooserUI                                                                                                                                                                                                                                                                                                                                                       |
|                                  ComboBox.ancestorInputMap | javax.swing.plaf.InputMapUIResource@3af0aa2d                                                                                                                                                                                                                                                                                                                                                     |
|                                        ComboBox.background | javax.swing.plaf.ColorUIResource[r=255,g=255,b=255]                                                                                                                                                                                                                                                                                                                                              |
|                                            ComboBox.border | javax.swing.plaf.basic.BasicBorders$FieldBorder@1e9a192c                                                                                                                                                                                                                                                                                                                                         |
|                                  ComboBox.buttonBackground | javax.swing.plaf.ColorUIResource[r=240,g=240,b=240]                                                                                                                                                                                                                                                                                                                                              |
|                                  ComboBox.buttonDarkShadow | javax.swing.plaf.ColorUIResource[r=105,g=105,b=105]                                                                                                                                                                                                                                                                                                                                              |
|                                   ComboBox.buttonHighlight | javax.swing.plaf.ColorUIResource[r=255,g=255,b=255]                                                                                                                                                                                                                                                                                                                                              |
|                                      ComboBox.buttonShadow | javax.swing.plaf.ColorUIResource[r=160,g=160,b=160]                                                                                                                                                                                                                                                                                                                                              |
|                                ComboBox.disabledBackground | javax.swing.plaf.ColorUIResource[r=240,g=240,b=240]                                                                                                                                                                                                                                                                                                                                              |
|                                ComboBox.disabledForeground | javax.swing.plaf.ColorUIResource[r=109,g=109,b=109]                                                                                                                                                                                                                                                                                                                                              |
|                                      ComboBox.editorBorder | javax.swing.border.EmptyBorder@67da170d                                                                                                                                                                                                                                                                                                                                                          |
|                                              ComboBox.font | javax.swing.plaf.FontUIResource[family=Tahoma,name=Tahoma,style=plain,size=11]                                                                                                                                                                                                                                                                                                                   |
|                                        ComboBox.foreground | javax.swing.plaf.ColorUIResource[r=0,g=0,b=0]                                                                                                                                                                                                                                                                                                                                                    |
|                            ComboBox.isEnterSelectablePopup | false                                                                                                                                                                                                                                                                                                                                                                                            |
|                           ComboBox.noActionOnKeyNavigation | false                                                                                                                                                                                                                                                                                                                                                                                            |
|                               ComboBox.selectionBackground | javax.swing.plaf.ColorUIResource[r=0,g=120,b=215]                                                                                                                                                                                                                                                                                                                                                |
|                               ComboBox.selectionForeground | javax.swing.plaf.ColorUIResource[r=255,g=255,b=255]                                                                                                                                                                                                                                                                                                                                              |
|                                        ComboBox.timeFactor | 1000                                                                                                                                                                                                                                                                                                                                                                                             |
|                                                 ComboBoxUI | com.sun.java.swing.plaf.windows.WindowsComboBoxUI                                                                                                                                                                                                                                                                                                                                                |
|                                   Desktop.ancestorInputMap | javax.swing.plaf.InputMapUIResource@4bbf6f8f                                                                                                                                                                                                                                                                                                                                                     |
|                                         Desktop.background | javax.swing.plaf.ColorUIResource[r=171,g=171,b=171]                                                                                                                                                                                                                                                                                                                                              |
|                                  Desktop.minOnScreenInsets | javax.swing.plaf.InsetsUIResource[top=3,left=3,bottom=3,right=3]                                                                                                                                                                                                                                                                                                                                 |
|                                         DesktopIcon.border | javax.swing.plaf.BorderUIResource$CompoundBorderUIResource@d693be3                                                                                                                                                                                                                                                                                                                               |
|                                          DesktopIcon.width | 160                                                                                                                                                                                                                                                                                                                                                                                              |
|                                              DesktopIconUI | com.sun.java.swing.plaf.windows.WindowsDesktopIconUI                                                                                                                                                                                                                                                                                                                                             |
|                                              DesktopPaneUI | com.sun.java.swing.plaf.windows.WindowsDesktopPaneUI                                                                                                                                                                                                                                                                                                                                             |
|                                      EditorPane.background | javax.swing.plaf.ColorUIResource[r=255,g=255,b=255]                                                                                                                                                                                                                                                                                                                                              |
|                                          EditorPane.border | javax.swing.plaf.basic.BasicBorders$MarginBorder@3d9afed6                                                                                                                                                                                                                                                                                                                                        |
|                                  EditorPane.caretBlinkRate | 500                                                                                                                                                                                                                                                                                                                                                                                              |
