+------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                          Application.useSystemFontSettings | true                                                                                                                                                                                                                                                                                                                                                                                             |
|                               AuditoryCues.allAuditoryCues | [Ljava.lang.Object;@42ccc040                                                                                                                                                                                                                                                                                                                                                                     |
|                                       AuditoryCues.cueList | [Ljava.lang.Object;@42ccc040                                                                                                                                                                                                                                                                                                                                                                     |
|                                AuditoryCues.noAuditoryCues | [Ljava.lang.Object;@1c6ec1dc                                                                                                                                                                                                                                                                                                                                                                     |
|                                           Button.actionMap | javax.swing.plaf.basic.LazyActionMap@380860fc                                                                                                                                                                                                                                                                                                                                                    |
|                                          Button.background | javax.swing.plaf.ColorUIResource[r=240,g=240,b=240]                                                                                                                                                                                                                                                                                                                                              |
|                                              Button.border | javax.swing.plaf.BorderUIResource$CompoundBorderUIResource@7cb9bae5                                                                                                                                                                                                                                                                                                                              |
|                                          Button.darkShadow | javax.swing.plaf.ColorUIResource[r=105,g=105,b=105]                                                                                                                                                                                                                                                                                                                                              |
|                                 Button.dashedRectGapHeight | 8                                                                                                                                                                                                                                                                                                                                                                                                |
|                                  Button.dashedRectGapWidth | 10                                                                                                                                                                                                                                                                                                                                                                                               |
|                                      Button.dashedRectGapX | 5                                                                                                                                                                                                                                                                                                                                                                                                |
|                                      Button.dashedRectGapY | 4                                                                                                                                                                                                                                                                                                                                                                                                |
|                           Button.defaultButtonFollowsFocus | true                                                                                                                                                                                                                                                                                                                                                                                             |
|                                  Button.disabledForeground | javax.swing.plaf.ColorUIResource[r=109,g=109,b=109]                                                                                                                                                                                                                                                                                                                                              |
|                                      Button.disabledShadow | javax.swing.plaf.ColorUIResource[r=255,g=255,b=255]                                                                                                                                                                                                                                                                                                                                              |
|                                               Button.focus | java.awt.Color[r=0,g=0,b=0]                                                                                                                                                                                                                                                                                                                                                                      |
|                                       Button.focusInputMap | javax.swing.plaf.InputMapUIResource@450f90b3                                                                                                                                                                                                                                                                                                                                                     |
|                                                Button.font | javax.swing.plaf.FontUIResource[family=Tahoma,name=Tahoma,style=plain,size=11]                                                                                                                                                                                                                                                                                                                   |
|                                          Button.foreground | javax.swing.plaf.ColorUIResource[r=0,g=0,b=0]                                                                                                                                                                                                                                                                                                                                                    |
|                                           Button.highlight | javax.swing.plaf.ColorUIResource[r=255,g=255,b=255]                                                                                                                                                                                                                                                                                                                                              |
|                                               Button.light | javax.swing.plaf.ColorUIResource[r=227,g=227,b=227]                                                                                                                                                                                                                                                                                                                                              |
|                                              Button.margin | javax.swing.plaf.InsetsUIResource[top=2,left=14,bottom=2,right=14]                                                                                                                                                                                                                                                                                                                               |
|                                              Button.shadow | javax.swing.plaf.ColorUIResource[r=160,g=160,b=160]                                                                                                                                                                                                                                                                                                                                              |
|                                       Button.showMnemonics | false                                                                                                                                                                                                                                                                                                                                                                                            |
|                                         Button.textIconGap | 4                                                                                                                                                                                                                                                                                                                                                                                                |
|                                     Button.textShiftOffset | 1                                                                                                                                                                                                                                                                                                                                                                                                |
|                                                   ButtonUI | com.sun.java.swing.plaf.windows.WindowsButtonUI                                                                                                                                                                                                                                                                                                                                                  |
|                                                Caret.width | 1                                                                                                                                                                                                                                                                                                                                                                                                |
|                                        CheckBox.background | javax.swing.plaf.ColorUIResource[r=240,g=240,b=240]                                                                                                                                                                                                                                                                                                                                              |
|                                            CheckBox.border | javax.swing.plaf.BorderUIResource$CompoundBorderUIResource@542b5b01                                                                                                                                                                                                                                                                                                                              |
|                                        CheckBox.darkShadow | javax.swing.plaf.ColorUIResource[r=105,g=105,b=105]                                                                                                                                                                                                                                                                                                                                              |
|                                             CheckBox.focus | java.awt.Color[r=0,g=0,b=0]                                                                                                                                                                                                                                                                                                                                                                      |
|                                     CheckBox.focusInputMap | javax.swing.plaf.InputMapUIResource@3ed1e951                                                                                                                                                                                                                                                                                                                                                     |
|                                              CheckBox.font | javax.swing.plaf.FontUIResource[family=Tahoma,name=Tahoma,style=plain,size=11]                                                                                                                                                                                                                                                                                                                   |
|                                        CheckBox.foreground | javax.swing.plaf.ColorUIResource[r=0,g=0,b=0]                                                                                                                                                                                                                                                                                                                                                    |
|                                         CheckBox.highlight | javax.swing.plaf.ColorUIResource[r=255,g=255,b=255]                                                                                                                                                                                                                                                                                                                                              |
|                                              CheckBox.icon | com.sun.java.swing.plaf.windows.WindowsIconFactory$CheckBoxIcon@1c44ab1a                                                                                                                                                                                                                                                                                                                         |
|                                CheckBox.interiorBackground | javax.swing.plaf.ColorUIResource[r=255,g=255,b=255]                                                                                                                                                                                                                                                                                                                                              |
|                                             CheckBox.light | javax.swing.plaf.ColorUIResource[r=227,g=227,b=227]                                                                                                                                                                                                                                                                                                                                              |
|                                            CheckBox.margin | javax.swing.plaf.InsetsUIResource[top=2,left=2,bottom=2,right=2]                                                                                                                                                                                                                                                                                                                                 |
|                                            CheckBox.shadow | javax.swing.plaf.ColorUIResource[r=160,g=160,b=160]                                                                                                                                                                                                                                                                                                                                              |
|                                       CheckBox.textIconGap | 4                                                                                                                                                                                                                                                                                                                                                                                                |
|                                   CheckBox.textShiftOffset | 0                                                                                                                                                                                                                                                                                                                                                                                                |
|                                       CheckBox.totalInsets | java.awt.Insets[top=4,left=4,bottom=4,right=4]                                                                                                                                                                                                                                                                                                                                                   |
|                           CheckBoxMenuItem.acceleratorFont | javax.swing.plaf.FontUIResource[family=Dialog,name=Dialog,style=plain,size=12]                                                                                                                                                                                                                                                                                                                   |
|                     CheckBoxMenuItem.acceleratorForeground | javax.swing.plaf.ColorUIResource[r=0,g=0,b=0]                                                                                                                                                                                                                                                                                                                                                    |
|            CheckBoxMenuItem.acceleratorSelectionForeground | javax.swing.plaf.ColorUIResource[r=255,g=255,b=255]                                                                                                                                                                                                                                                                                                                                              |
|                         CheckBoxMenuItem.afterCheckIconGap | null                                                                                                                                                                                                                                                                                                                                                                                             |
|                                 CheckBoxMenuItem.arrowIcon | javax.swing.plaf.basic.BasicIconFactory$MenuItemArrowIcon@2313f0a7                                                                                                                                                                                                                                                                                                                               |
|                                CheckBoxMenuItem.background | javax.swing.plaf.ColorUIResource[r=240,g=240,b=240]                                                                                                                                                                                                                                                                                                                                              |
|                                    CheckBoxMenuItem.border | javax.swing.plaf.basic.BasicBorders$MarginBorder@1bb8c7b7                                                                                                                                                                                                                                                                                                                                        |
|                             CheckBoxMenuItem.borderPainted | false                                                                                                                                                                                                                                                                                                                                                                                            |
|                                 CheckBoxMenuItem.checkIcon | javax.swing.plaf.basic.BasicIconFactory$CheckBoxMenuItemIcon@229da3a1                                                                                                                                                                                                                                                                                                                            |
|                          CheckBoxMenuItem.checkIconFactory | null                                                                                                                                                                                                                                                                                                                                                                                             |
|                              CheckBoxMenuItem.commandSound | win.sound.menuCommand                                                                                                                                                                                                                                                                                                                                                                            |
|                                CheckBoxMenuItem.evenHeight | null                                                                                                                                                                                                                                                                                                                                                                                             |
|                                      CheckBoxMenuItem.font | javax.swing.plaf.FontUIResource[family=Segoe UI,name=Segoe UI,style=plain,size=12]                                                                                                                                                                                                                                                                                                               |
|                                CheckBoxMenuItem.foreground | javax.swing.plaf.ColorUIResource[r=0,g=0,b=0]                                                                                                                                                                                                                                                                                                                                                    |
|                                    CheckBoxMenuItem.margin | javax.swing.plaf.InsetsUIResource[top=2,left=2,bottom=2,right=2]                                                                                                                                                                                                                                                                                                                                 |
|                         CheckBoxMenuItem.minimumTextOffset | null                                                                                                                                                                                                                                                                                                                                                                                             |
|                                    CheckBoxMenuItem.opaque | null                                                                                                                                                                                                                                                                                                                                                                                             |
